,Unnamed: 0,start_node,end_node,weight,answer,score,sentiment,category,sentence
42,93.0,sale of excess inventory at discounted prices,image,1,sale of excess inventory at discounted prices,0.2074314504861832,"{'neg': 0.043, 'neu': 0.957, 'pos': 0.0, 'compound': -0.128}",,"For example, if sales do not meet expectations because of unexpected effects on inventory supply and consumer demand caused by the COVID-19 pandemic, too much inventory may cause excessive markdowns and, therefore, lower-than-planned margins."
43,94.0,elevating our brand,image,1,elevating our brand,0.20664775371551514,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.765}",,"As we continue to navigate the COVID-19 pandemic and its impact, we are focused on the areas that will drive value and enable us to emerge stronger on the other side, including elevating our brand, investing in digital tools and capabilities, and accelerating our efforts to diversify across geographies, product categories and distribution channels, including our direct-to-consumer and digital businesses.Our products are sold in more than 110 countries, grouped into three geographic regions that comprise our three operating segments: the Americas, Europe and Asia (which includes the Middle East and Africa)."
44,95.0,Fluctuations in product costs,image,-1,Fluctuations in product costs,0.7807904481887817,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4939}",,We also monitor ongoing global trade regulations to optimize our supply chain networks in response to changes in tariffs or other trade policies around the world.
45,96.0,Increases in raw material costs ,image,-1,Increases in raw material costs ,0.7414577007293701,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
46,97.0, wage rates,image,-1, wage rates,0.7414577007293701,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
47,98.0,workforce,image,-1,workforce,0.6807639598846436,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.2263}",,"Over the last several years, we have been and continue to implement modifications and upgrades to our systems, including making changes to legacy systems, replacing legacy systems with successor systems with new functionality and acquiring new systems with new functionality."
48,99.0,future issuances of debt ,image,-1,future issuances of debt ,0.635125458240509,"{'neg': 0.088, 'neu': 0.745, 'pos': 0.168, 'compound': 0.5719}",,"As of November 29, 2020, there were 6,587,363 shares of Class A common stock and 10,953,272 shares of Class B common stock issuable pursuant to restricted stock units (""RSUs""), performance restricted stock units (""PRSUs"") and stock appreciation rights (""SARs"") that may be settled in shares of our Class A or Class B common stock."
49,100.0, equity securities,image,-1, equity securities,0.635125458240509,"{'neg': 0.088, 'neu': 0.745, 'pos': 0.168, 'compound': 0.5719}",,"As of November 29, 2020, there were 6,587,363 shares of Class A common stock and 10,953,272 shares of Class B common stock issuable pursuant to restricted stock units (""RSUs""), performance restricted stock units (""PRSUs"") and stock appreciation rights (""SARs"") that may be settled in shares of our Class A or Class B common stock."
50,106.0,lose trust in us,image,-1,lose trust in us,0.5256639719009399,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,We currently rely on contract manufacturing of our products.
51,107.0,Failure to protect the value of our brands,image,-1,Failure to protect the value of our brands,0.4710747301578522,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.7579}",,We devote substantial resources to the establishment and protection of our trademark and other proprietary intellectual property rights on a global basis.
52,111.0,Inconsistency of legislation ,image,-1,Inconsistency of legislation ,0.4104373455047608,"{'neg': 0.078, 'neu': 0.734, 'pos': 0.188, 'compound': 0.4767}",,Rising global average temperatures due to increased concentrations of carbon dioxide and other greenhouse gases in the atmosphere are causing significant changes in weather patterns around the globe and an increase in the frequency and severity of natural disasters.
53,112.0, regulations,image,-1, regulations,0.4104373455047608,"{'neg': 0.078, 'neu': 0.734, 'pos': 0.188, 'compound': 0.4767}",,Rising global average temperatures due to increased concentrations of carbon dioxide and other greenhouse gases in the atmosphere are causing significant changes in weather patterns around the globe and an increase in the frequency and severity of natural disasters.
54,113.0,Social media,reputation,1,Social media,0.5032731890678406,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.5859}",,"In addition, we or our senior executives may from time to time take positions on social issues that may be unpopular with some customers or potential customers, which may impact our ability to attract or retain such customers."
55,115.0,changing market conditions,reputation,1,changing market conditions,0.3817307949066162,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.9538}",,"Many variables, such as changes in interest rates, mortality rates, health care costs, investment returns and/or the market value of plan assets, can affect the funded status of our defined benefit pension, other postretirement, and postemployment benefit plans and cause volatility in the net periodic benefit cost and future funding requirements of the plans."
56,117.0,market interest rates,reputation,1,market interest rates,0.2598901689052582,"{'neg': 0.065, 'neu': 0.753, 'pos': 0.182, 'compound': 0.5423}",,"Our ability to satisfy our obligations and to reduce our total debt depends on our future operating performance and on economic, financial, competitive and other factors, many of which are beyond our control."
57,118.0,Disasters occurring at our ,reputation,1,Disasters occurring at our ,0.40119796991348267,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7964}",,"Any such losses or damages could have a adverse effect on our business, operating results and financial condition."
58,119.0, our vend,reputation,1, our vend,0.40119796991348267,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7964}",,"Any such losses or damages could have a adverse effect on our business, operating results and financial condition."
59,120.0,sâ€™ facilities,reputation,1,sâ€™ facilities,0.40119796991348267,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7964}",,"Any such losses or damages could have a adverse effect on our business, operating results and financial condition."
60,122.0,we are unable to effectively execute our e-commerce business,reputation,1,we are unable to effectively execute our e-commerce business,0.24396272003650665,"{'neg': 0.031, 'neu': 0.82, 'pos': 0.149, 'compound': 0.802}",,"The success of our e-commerce business depends, in part, on third parties and factors over which we have limited control, including changing consumer preferences and buying trends relating to e-commerce usage, both domestically and abroad, and promotional or other advertising initiatives employed by our wholesale customers or other third parties on their e-commerce sites."
61,124.0,sale of excess inventory at discounted prices,reputation,1,sale of excess inventory at discounted prices,0.1997712403535843,"{'neg': 0.043, 'neu': 0.957, 'pos': 0.0, 'compound': -0.128}",,"For example, if sales do not meet expectations because of unexpected effects on inventory supply and consumer demand caused by the COVID-19 pandemic, too much inventory may cause excessive markdowns and, therefore, lower-than-planned margins."
62,125.0,Fluctuations in product costs,reputation,-1,Fluctuations in product costs,0.7621683478355408,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4939}",,We also monitor ongoing global trade regulations to optimize our supply chain networks in response to changes in tariffs or other trade policies around the world.
63,126.0,Increases in raw material costs ,reputation,-1,Increases in raw material costs ,0.7306791543960571,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
64,127.0, wage rates,reputation,-1, wage rates,0.7306791543960571,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
65,132.0,lose trust in us,reputation,-1,lose trust in us,0.6702365875244141,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,We currently rely on contract manufacturing of our products.
66,135.0,Plan liabilities,reputation,-1,Plan liabilities,0.5036436319351196,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.4767}",,Our global headquarters and the headquarters of our Americas region are both located in California near major geologic faults that have experienced earthquakes in the past.
67,136.0,loss of confidence in our security measures,reputation,-1,loss of confidence in our security measures,0.4909301102161408,"{'neg': 0.109, 'neu': 0.76, 'pos': 0.132, 'compound': -0.0772}",,"In the United States, various laws and regulations apply to the collection, processing, disclosure and security of certain types of data, including the Electronic Communications Privacy Act, the Computer Fraud and Abuse Act, the Health Insurance Portability and Accountability Act of 1996, the Gramm Leach Bliley Act and state laws relating to privacy and data security, including the California Consumer Privacy Act."
68,137.0,changing market conditions,revenue,1,changing market conditions,0.8053215742111206,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.9538}",,"Many variables, such as changes in interest rates, mortality rates, health care costs, investment returns and/or the market value of plan assets, can affect the funded status of our defined benefit pension, other postretirement, and postemployment benefit plans and cause volatility in the net periodic benefit cost and future funding requirements of the plans."
69,142.0,paying our partners a commission,revenue,1,paying our partners a commission,0.3609088063240051,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,Our presence in more than 110 countries enables us to leverage our global scale for product development and sourcing while using our local expertise to tailor products and retail experiences to individual markets.
70,150.0,economic conditions that impact consumer spending ,revenue,1,economic conditions that impact consumer spending ,0.22169935703277588,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5859}",,"Consumer purchases of discretionary items, including our products, generally decline during periods when disposable income is adversely affected, there is economic uncertainty or volatility or during recessionary periods."
71,151.0, consumer confidence,revenue,1, consumer confidence,0.22169935703277588,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5859}",,"Consumer purchases of discretionary items, including our products, generally decline during periods when disposable income is adversely affected, there is economic uncertainty or volatility or during recessionary periods."
72,152.0,Failure to compete effectively,revenue,-1,Failure to compete effectively,0.8701314330101013,"{'neg': 0.039, 'neu': 0.729, 'pos': 0.232, 'compound': 0.8126}",,The success of our business depends upon our ability to forecast and respond timely to consumer demand and market conditions and offer on-trend and new and updated products at attractive price points.
73,153.0,Fluctuations in product costs,revenue,-1,Fluctuations in product costs,0.8265537619590759,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4939}",,We also monitor ongoing global trade regulations to optimize our supply chain networks in response to changes in tariffs or other trade policies around the world.
74,156.0,Failing to make timely deliveries,revenue,-1,Failing to make timely deliveries,0.6941812634468079,"{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.3182}",,"If we need to replace any contract manufacturer, we may be unable to locate additional contract manufacturers on terms that are acceptable to us, or at all, or we may be unable to locate additional contract manufacturers with sufficient capacity to meet our requirements or to fill our orders in a timely manner."
75,157.0,change their apparel strategies,revenue,-1,change their apparel strategies,0.6106599569320679,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.836}",,"We may be unable to maintain or increase sales of our products through these distribution channels for several reasons, including the following:
â€¢the retailers in these channels maintainâ€“ and seek to growâ€“ substantial private-label and exclusive offerings as they strive to differentiate the brands and products they offer from those of their competitors;
â€¢the retailers change their apparel strategies in a way that shifts focus away from our typical consumer or that otherwise results in a reduction of sales of our products generally, such as a reduction of fixture spaces devoted to our products or a shift to other brands; â€¢other channels, including vertically-integrated specialty stores and e-commerce sites, account for a substantial portion of jeanswear and casual wear sales."
76,159.0,seasonality,revenue,-1,seasonality,0.6969334483146667,"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.4939}",,"This seasonality, along with other factors that are beyond our control, including the COVID-19 pandemic, general economic conditions, changes in consumer preferences, weather conditions, including the effects of climate change, the availability of import quotas, transportation disruptions and foreign currency exchange rate fluctuations, could adversely affect our business and cause our results of operations to fluctuate."
77,164.0,Disruptions ,revenue,-1,Disruptions ,0.5844956636428833,"{'neg': 0.084, 'neu': 0.837, 'pos': 0.079, 'compound': -0.0258}",,"For example, we currently outsource a significant portion of our information technology, finance, customer relations and customer service functions to Wipro Limited."
78,165.0, delays at our third-party service providers,revenue,-1, delays at our third-party service providers,0.5844956636428833,"{'neg': 0.084, 'neu': 0.837, 'pos': 0.079, 'compound': -0.0258}",,"For example, we currently outsource a significant portion of our information technology, finance, customer relations and customer service functions to Wipro Limited."
79,168.0,changing market conditions,cost savings,1,changing market conditions,0.7708492279052734,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.9538}",,"Many variables, such as changes in interest rates, mortality rates, health care costs, investment returns and/or the market value of plan assets, can affect the funded status of our defined benefit pension, other postretirement, and postemployment benefit plans and cause volatility in the net periodic benefit cost and future funding requirements of the plans."
80,171.0,reduction in workforce,cost savings,1,reduction in workforce,0.5562370419502258,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",,"We rely on various information technology systems, owned by us and third parties, to manage our operations."
81,172.0,competition,cost savings,1,competition,0.4986766278743744,"{'neg': 0.124, 'neu': 0.779, 'pos': 0.097, 'compound': -0.9668}",,"â€¢the COVID-19 pandemic has had, and will likely continue to have, an adverse effect on the global economy, our business and results of operations;
â€¢our success depends on our ability to maintain the value and reputation of our brands;
â€¢our revenues are influenced by economic conditions that impact consumer spending and consumer confidence and an extended period of global supply chain and economic disruption could materially affect our business, results of operations, access to sources of liquidity and financial condition;
â€¢intense competition in the global apparel industry could lead to reduced sales and prices;
â€¢failure to forecast and respond timely to consumer demand and market conditions and offer on-trend and new and updated products at attractive price points could adversely affect our image and reputation and sales, margins and profitability;
â€¢we depend on a group of key wholesale customers for a significant portion of our revenues, and a significant adverse change in a customer relationship or in a customerâ€™s performance or financial position could harm our business and financial condition;
â€¢our efforts to expand our retail business may not be successful, which could impact our operating results;
â€¢if the implementation of our customer, digital, and omni-channel initiatives is not successful, if we are unable to effectively execute our e-commerce business, or we do not realize the return on our investments in these initiatives that we anticipate, our reputation and operating results would be adversely affected;
â€¢we may be unable to maintain or increase our sales through our third-party distribution channels, which can impact, and has adversely impacted in the past, our net revenues and margins;
â€¢we are a global company with significant revenues and earnings generated internationally, which exposes us to the impact of foreign currency fluctuations, changes to trade policy (including tariff, sanctions and customs regulations) and other domestic and foreign laws and regulations (including tax reform legislation), as well as political and economic risks;
â€¢if we encounter problems with our distribution system, whether company-owned or third-party, our ability to meet customer and consumer expectations, manage inventory, complete sales and achieve operating efficiencies could be adversely affected;
â€¢we face risks arising from restructuring of our operations and uncertainty with respect to our ability to achieve any anticipated cost savings associated with such restructuring;
â€¢any major disruption or failure of our information technology systems, owned by us and third parties, our failure to successfully implement new technology effectively, and risks related to cybersecurity, privacy and data protection could increase costs and adversely affect our business and operations;
â€¢production sources that fail to meet our quality, cost, social and environmental compliance and risk mitigation, and other requirements, or failures by our contract manufacturers to perform, could harm our sales, service levels and reputation;
â€¢our suppliers may be impacted by economic conditions and cycles and changing laws and regulatory requirements which could impact their ability to do business with us or cause us to terminate our relationship with them and require us to find replacements, which we may have difficulty doing;
â€¢if one or more of our counterparty financial institutions default on their obligations to us, we may incur significant losses;
â€¢the loss of members of our executive management and other key employees or the failure to attract and retain key personnel could harm our business;
â€¢most of the employees in our production and distribution facilities are covered by collective bargaining agreements, and any material job actions could negatively affect our results of operations;
â€¢our licensees and franchisees may not comply with our product quality, manufacturing standards, social, environmental, marketing and other requirements, which could negatively affect our reputation and business;
â€¢our success depends on the continued protection of our trademarks and other proprietary intellectual property rights;
â€¢we have substantial liabilities and cash requirements associated with our postretirement benefits, pension and deferred compensation plans;
â€¢natural disasters, public health crises, including the COVID-19 pandemic, political crises, and other catastrophic events or other events outside of our control may damage our facilities or the facilities of third parties on which we depend, and could impact consumer spending;
â€¢our products may experience quality problems that could result in negative publicity, litigation, product recalls and warranty claims, which could result in decreased revenues and harm to our brands;
â€¢climate change may adversely impact our business;
â€¢we have debt and interest payment requirements at a level that may restrict our future operations and restrictions in our notes, indentures and credit facility may limit our activities, including dividend payments, share repurchases and acquisitions; and
â€¢increases in the price or availability of raw materials could increase our cost of goods and negatively impact our financial results.We are subject to periodic claims and litigation that could result in unexpected expenses and could ultimately be resolved against us."
82,175.0,future issuances of debt ,cost savings,1,future issuances of debt ,0.6166439652442932,"{'neg': 0.088, 'neu': 0.745, 'pos': 0.168, 'compound': 0.5719}",,"As of November 29, 2020, there were 6,587,363 shares of Class A common stock and 10,953,272 shares of Class B common stock issuable pursuant to restricted stock units (""RSUs""), performance restricted stock units (""PRSUs"") and stock appreciation rights (""SARs"") that may be settled in shares of our Class A or Class B common stock."
83,176.0, equity securities,cost savings,1, equity securities,0.6166439652442932,"{'neg': 0.088, 'neu': 0.745, 'pos': 0.168, 'compound': 0.5719}",,"As of November 29, 2020, there were 6,587,363 shares of Class A common stock and 10,953,272 shares of Class B common stock issuable pursuant to restricted stock units (""RSUs""), performance restricted stock units (""PRSUs"") and stock appreciation rights (""SARs"") that may be settled in shares of our Class A or Class B common stock."
84,179.0,growth of our DTC business,cost savings,1,growth of our DTC business,0.488347053527832,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.5719}",,"Over the next decade, we plan to achieve gender parity by driving outsized growth in womenâ€™s, as well as in our product categories beyond jeansâ€”tops, accessories, outerwear, footwear, non-denim bottomsâ€”which collectively we intend to comprise more than half our annual net revenues."
85,180.0,a transition from LIBOR,cost savings,1,a transition from LIBOR,0.4720060825347901,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4939}",,"Both New York State and federal legislation in the U.S. is under consideration that if enacted could result, upon the unavailability of LIBOR, in the replacement of certain fallback provisions in LIBOR-based financing agreements."
86,183.0,product pricing actions taken in response are insufficient,cost savings,-1,product pricing actions taken in response are insufficient,0.5645489692687988,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4939}",,We also monitor ongoing global trade regulations to optimize our supply chain networks in response to changes in tariffs or other trade policies around the world.
87,184.0,Sales of a substantial number of such shares,cost savings,-1,Sales of a substantial number of such shares,0.5551514625549316,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.6705}",,"Holders of more than 90% of our Class B common stock have contractual rights, subject to certain conditions, to require us to file registration statements for the public resale of the shares of Class A common stock issuable upon conversion of their Class B common stock, or to include such shares in registration statements that we may file."
88,185.0,Intense competition,cost savings,-1,Intense competition,0.5490999221801758,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.8834}",,"We face a variety of competitive challenges in the global apparel industry from a variety of companies, and competition has increased over the years due to factors such as:
â€¢the international expansion and increased presence of vertically integrated specialty stores;
â€¢expansion into e-commerce by existing and new competitors;
â€¢the proliferation of private labels and exclusive brands offered by department stores, chain stores and mass channel retailers;
â€¢the introduction of lines of jeans, athleisure and casual apparel by well-known and successful athletic wear companies; and
â€¢the transition of apparel companies who traditionally relied on wholesale distribution channels into their own retail distribution network."
89,186.0,Increases in raw material costs ,cost savings,-1,Increases in raw material costs ,0.5321058630943298,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
90,187.0, wage rates,cost savings,-1, wage rates,0.5321058630943298,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
91,195.0,losses ,cost savings,-1,losses ,0.4646516442298889,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.5423}",,"Bribery Act and similar applicable laws generally prohibit companies, as well as their officers, directors, employees and third-party intermediaries, business partners and agents, from making improper payments or providing other improper things of value to government officials or other persons."
92,196.0, damages,cost savings,-1, damages,0.4646516442298889,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.5423}",,"Bribery Act and similar applicable laws generally prohibit companies, as well as their officers, directors, employees and third-party intermediaries, business partners and agents, from making improper payments or providing other improper things of value to government officials or other persons."
93,197.0,growth of our e-commerce business,service levels,1,growth of our e-commerce business,0.6027140617370605,"{'neg': 0.157, 'neu': 0.788, 'pos': 0.055, 'compound': -0.9153}",,"If we encounter difficulties with our distribution facilities or in our relationships with the third parties who operate the facilities, or if any such facilities were to shut down or be limited in capacity for any reason, including as a result of fire, other natural disaster, labor disruption, or pandemic (including as a consequence of public health directives, quarantine policies or social distancing measures resulting from the COVID-19 pandemic), we could face shortages of inventory, resulting in ""out of stock"" conditions in the e-commerce sites we operate and those operated by our wholesale customers or other third parties, and we could experience disruption or delay, or incur significantly higher costs and longer lead times associated with distributing our products to our consumers and experience dissatisfaction from our consumers."
94,198.0,changing market conditions,service levels,1,changing market conditions,0.5786662101745605,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.9538}",,"Many variables, such as changes in interest rates, mortality rates, health care costs, investment returns and/or the market value of plan assets, can affect the funded status of our defined benefit pension, other postretirement, and postemployment benefit plans and cause volatility in the net periodic benefit cost and future funding requirements of the plans."
95,199.0,global infrastructure,service levels,1,global infrastructure,0.4190614819526672,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,"We service our customers through our global infrastructure, developing, sourcing and marketing our products around the world."
96,201.0,the growth of our e-commerce business,service levels,1,the growth of our e-commerce business,0.2580326497554779,"{'neg': 0.157, 'neu': 0.788, 'pos': 0.055, 'compound': -0.9153}",,"If we encounter difficulties with our distribution facilities or in our relationships with the third parties who operate the facilities, or if any such facilities were to shut down or be limited in capacity for any reason, including as a result of fire, other natural disaster, labor disruption, or pandemic (including as a consequence of public health directives, quarantine policies or social distancing measures resulting from the COVID-19 pandemic), we could face shortages of inventory, resulting in ""out of stock"" conditions in the e-commerce sites we operate and those operated by our wholesale customers or other third parties, and we could experience disruption or delay, or incur significantly higher costs and longer lead times associated with distributing our products to our consumers and experience dissatisfaction from our consumers."
97,203.0,our global infrastructure,service levels,1,our global infrastructure,0.13218830525875092,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,"We service our customers through our global infrastructure, developing, sourcing and marketing our products around the world."
98,204.0,failures by our contract manufacturers to perform,service levels,1,failures by our contract manufacturers to perform,0.10721158981323242,"{'neg': 0.124, 'neu': 0.779, 'pos': 0.097, 'compound': -0.9668}",,"â€¢the COVID-19 pandemic has had, and will likely continue to have, an adverse effect on the global economy, our business and results of operations;
â€¢our success depends on our ability to maintain the value and reputation of our brands;
â€¢our revenues are influenced by economic conditions that impact consumer spending and consumer confidence and an extended period of global supply chain and economic disruption could materially affect our business, results of operations, access to sources of liquidity and financial condition;
â€¢intense competition in the global apparel industry could lead to reduced sales and prices;
â€¢failure to forecast and respond timely to consumer demand and market conditions and offer on-trend and new and updated products at attractive price points could adversely affect our image and reputation and sales, margins and profitability;
â€¢we depend on a group of key wholesale customers for a significant portion of our revenues, and a significant adverse change in a customer relationship or in a customerâ€™s performance or financial position could harm our business and financial condition;
â€¢our efforts to expand our retail business may not be successful, which could impact our operating results;
â€¢if the implementation of our customer, digital, and omni-channel initiatives is not successful, if we are unable to effectively execute our e-commerce business, or we do not realize the return on our investments in these initiatives that we anticipate, our reputation and operating results would be adversely affected;
â€¢we may be unable to maintain or increase our sales through our third-party distribution channels, which can impact, and has adversely impacted in the past, our net revenues and margins;
â€¢we are a global company with significant revenues and earnings generated internationally, which exposes us to the impact of foreign currency fluctuations, changes to trade policy (including tariff, sanctions and customs regulations) and other domestic and foreign laws and regulations (including tax reform legislation), as well as political and economic risks;
â€¢if we encounter problems with our distribution system, whether company-owned or third-party, our ability to meet customer and consumer expectations, manage inventory, complete sales and achieve operating efficiencies could be adversely affected;
â€¢we face risks arising from restructuring of our operations and uncertainty with respect to our ability to achieve any anticipated cost savings associated with such restructuring;
â€¢any major disruption or failure of our information technology systems, owned by us and third parties, our failure to successfully implement new technology effectively, and risks related to cybersecurity, privacy and data protection could increase costs and adversely affect our business and operations;
â€¢production sources that fail to meet our quality, cost, social and environmental compliance and risk mitigation, and other requirements, or failures by our contract manufacturers to perform, could harm our sales, service levels and reputation;
â€¢our suppliers may be impacted by economic conditions and cycles and changing laws and regulatory requirements which could impact their ability to do business with us or cause us to terminate our relationship with them and require us to find replacements, which we may have difficulty doing;
â€¢if one or more of our counterparty financial institutions default on their obligations to us, we may incur significant losses;
â€¢the loss of members of our executive management and other key employees or the failure to attract and retain key personnel could harm our business;
â€¢most of the employees in our production and distribution facilities are covered by collective bargaining agreements, and any material job actions could negatively affect our results of operations;
â€¢our licensees and franchisees may not comply with our product quality, manufacturing standards, social, environmental, marketing and other requirements, which could negatively affect our reputation and business;
â€¢our success depends on the continued protection of our trademarks and other proprietary intellectual property rights;
â€¢we have substantial liabilities and cash requirements associated with our postretirement benefits, pension and deferred compensation plans;
â€¢natural disasters, public health crises, including the COVID-19 pandemic, political crises, and other catastrophic events or other events outside of our control may damage our facilities or the facilities of third parties on which we depend, and could impact consumer spending;
â€¢our products may experience quality problems that could result in negative publicity, litigation, product recalls and warranty claims, which could result in decreased revenues and harm to our brands;
â€¢climate change may adversely impact our business;
â€¢we have debt and interest payment requirements at a level that may restrict our future operations and restrictions in our notes, indentures and credit facility may limit our activities, including dividend payments, share repurchases and acquisitions; and
â€¢increases in the price or availability of raw materials could increase our cost of goods and negatively impact our financial results.We are subject to periodic claims and litigation that could result in unexpected expenses and could ultimately be resolved against us."
99,206.0, developing,service levels,1, developing,0.08962927013635635,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,"We service our customers through our global infrastructure, developing, sourcing and marketing our products around the world."
100,207.0, sourcing marketing our products around the world,service levels,1, sourcing marketing our products around the world,0.08962927013635635,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,"We service our customers through our global infrastructure, developing, sourcing and marketing our products around the world."
101,208.0,working capital management,service levels,1,working capital management,0.08612369000911713,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,The remainder is sourced from our company-operated manufacturing and finishing plants.
102,210.0,Fluctuations in product costs,service levels,-1,Fluctuations in product costs,0.6128228902816772,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4939}",,We also monitor ongoing global trade regulations to optimize our supply chain networks in response to changes in tariffs or other trade policies around the world.
103,211.0,Increases in raw material costs ,service levels,-1,Increases in raw material costs ,0.5560718774795532,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
104,212.0, wage rates,service levels,-1, wage rates,0.5560718774795532,"{'neg': 0.197, 'neu': 0.725, 'pos': 0.078, 'compound': -0.7506}",,"These factors may also have an adverse impact on our cash and working capital needs as well as those of our suppliers.Our business is subject to risks associated with sourcing and manufacturing overseas, as well as risks associated with potential tariffs or a global trade war."
